Facility ID,Address,Facility Name,Nurse communication - star rating,Doctor communication - star rating,Staff responsiveness - star rating,Communication about medicines - star rating,Discharge information - star rating,Care transition - star rating,Cleanliness - star rating,Quietness - star rating,Overall hospital rating - star rating,Recommend hospital - star rating,Summary star rating,Central Line Associated Bloodstream Infection (ICU + select Wards) Lower CI,Central Line Associated Bloodstream Infection (ICU + select Wards) Upper CI,Central Line Associated Bloodstream Infection (ICU + select Wards) SIR,Central Line Associated Bloodstream Infection (ICU + select Wards) Compared to National,Catheter Associated Urinary Tract Infections (ICU + select Wards) Lower CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) Upper CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards) Compared to National,SSI - Colon Surgery Lower CI,SSI - Colon Surgery Upper CI,SSI - Colon Surgery SIR,SSI - Colon Surgery Compared to National,SSI - Abdominal Hysterectomy Lower CI,SSI - Abdominal Hysterectomy Upper CI,SSI - Abdominal Hysterectomy SIR,SSI - Abdominal Hysterectomy Compared to National,MRSA Bacteremia Lower CI,MRSA Bacteremia Upper CI,MRSA Bacteremia SIR,MRSA Bacteremia Compared to National,Clostridium Difficile (C.Diff) Lower CI,Clostridium Difficile (C.Diff) Upper CI,Clostridium Difficile (C.Diff) SIR,Clostridium Difficile (C.Diff) Compared to National,Mean SIR,Mean Compared to National,Infection Rating
370218,"10501 EAST 91ST STREET SOUTH, TULSA, OK 74133","SAINT FRANCIS HOSPITAL SOUTH, LLC",4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,0.850,5.143,2.320,2.0,--,2.191,0.000,2.0,,,,,,,,,,,,,0.147,0.889,0.401,3.0,0.907,2.3333333333333335,4
370220,"100 NE 85TH STREET, OKLAHOMA CITY, OK 73114",ONECORE HEALTH,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370222,"9600 NORTH BROADWAY EXTENSION, OKLAHOMA CITY, OK 73114",MCBRIDE ORTHOPEDIC HOSPITAL,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370225,"1800 SOUTH RENAISSANCE BOULEVARD, EDMOND, OK 73013","SUMMIT MEDICAL CENTER, LLC",5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370227,"12451 EAST 100TH STREET NORTH, OWASSO, OK 74055",ST JOHN OWASSO,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370228,"10502 NORTH 110TH EAST AVENUE, OWASSO, OK 74055","BAILEY MEDICAL CENTER, LLC",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370234,"5200 EAST I-240 SERVICE ROAD, OKLAHOMA CITY, OK 73135","OKLAHOMA HEART HOSPITAL SOUTH, LLC",5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,--,0.443,0.000,3.0,0.0,3.0,5
370235,"1000 WEST BOISE CIRCLE, BROKEN ARROW, OK 74012",ASCENSION ST JOHN BROKEN ARROW,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.172,3.387,1.025,2.0,1.025,2.0,3
370236,"4801 INTEGRIS PARKWAY, EDMOND, OK 73034",INTEGRIS HEALTH EDMOND,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,0.032,3.112,0.631,2.0,--,1.744,0.000,2.0,0.645,6.896,2.534,2.0,0.304,5.985,1.812,2.0,,,,,0.031,0.615,0.186,3.0,1.0326,2.2,3
370237,"735 NORTH FOREMAN STREET, VINITA, OK 74301","SAINT FRANCIS HOSPITAL VINITA, INC",4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
380001,"1700 E 19TH STREET, THE DALLES, OR 97058",MID-COLUMBIA MEDICAL CENTER,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,0.211,2.253,0.828,2.0,0.828,2.0,3
380002,"500 SW RAMSEY AVENUE, GRANTS PASS, OR 97527",ASANTE THREE RIVERS MEDICAL CENTER,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,0.179,3.522,1.066,2.0,0.138,2.719,0.823,2.0,0.214,2.292,0.842,2.0,,,,,0.031,3.015,0.611,2.0,0.096,0.578,0.261,3.0,0.7205999999999999,2.2,3
380004,"9205 SW BARNES ROAD, PORTLAND, OR 97225",PROVIDENCE ST VINCENT MEDICAL CENTER,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,0.557,1.671,1.002,2.0,0.277,1.043,0.568,2.0,0.572,2.340,1.232,2.0,0.227,4.474,1.354,2.0,0.368,1.503,0.792,2.0,0.174,0.452,0.288,3.0,0.8726666666666666,2.1666666666666665,3
380005,"280 MAPLE STREET, ASHLAND, OR 97520",ASANTE ASHLAND COMMUNITY HOSPITAL,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.020,1.994,0.404,2.0,0.404,2.0,3
380007,"2801 N GANTENBEIN AVENUE, PORTLAND, OR 97227",LEGACY EMANUEL MEDICAL CENTER,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,0.275,0.864,0.508,3.0,0.498,1.383,0.858,2.0,0.101,1.994,0.604,2.0,,,,,0.376,1.699,0.859,2.0,0.344,0.675,0.488,3.0,0.6634,2.4,4
380009,"3181 SW SAM JACKSON PARK ROAD, PORTLAND, OR 97239",OHSU HOSPITAL AND CLINICS,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,0.490,1.031,0.723,2.0,0.577,1.145,0.825,2.0,0.899,2.413,1.518,2.0,0.114,2.250,0.681,2.0,0.842,1.883,1.285,2.0,0.782,1.155,0.955,2.0,0.9978333333333333,2.0,3
380014,"3600 NW SAMARITAN DRIVE, CORVALLIS, OR 97330",GOOD SAMARITAN REGIONAL MEDICAL CENTER,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,0.010,1.003,0.203,2.0,0.589,2.663,1.346,2.0,--,0.920,0.000,3.0,,,,,0.615,3.719,1.678,2.0,0.672,1.415,0.992,2.0,0.8438000000000001,2.2,3
380017,"1015 NW 22ND AVENUE, W121, PORTLAND, OR 97210",LEGACY GOOD SAMARITAN MEDICAL CENTER,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,--,0.778,0.000,3.0,0.275,2.090,0.867,2.0,0.662,2.707,1.426,2.0,--,2.832,0.000,2.0,0.076,1.491,0.451,2.0,0.393,0.948,0.625,3.0,0.5615,2.3333333333333335,4
380018,"2825 E BARNETT ROAD, MEDFORD, OR 97504",ASANTE ROGUE REGIONAL MEDICAL CENTER,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,1.033,2.867,1.778,1.0,0.091,0.970,0.356,3.0,0.204,2.181,0.801,2.0,,,,,0.230,1.394,0.629,2.0,0.127,0.399,0.235,3.0,0.7598,2.2,3
380020,"1460 G STREET, SPRINGFIELD, OR 97477",MCKENZIE-WILLAMETTE MEDICAL CENTER,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,0.163,3.220,0.975,2.0,1.670,5.239,3.082,1.0,--,1.888,0.000,2.0,,,,,,,,,1.266,2.630,1.855,1.0,1.4779999999999998,1.5,2
380021,"335 SE 8TH AVENUE, HILLSBORO, OR 97123",TUALITY COMMUNITY HOSPITAL,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,--,1.435,0.000,2.0,0.763,4.614,2.082,2.0,0.034,3.306,0.670,2.0,,,,,--,2.560,0.000,2.0,0.396,1.388,0.779,2.0,0.7061999999999999,2.0,3
380022,"1046 6TH AVENUE SW, ALBANY, OR 97321",SAMARITAN ALBANY GENERAL HOSPITAL,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,--,2.810,0.000,2.0,0.616,6.595,2.423,2.0,,,,,,,,,1.535,4.120,2.592,1.0,1.6716666666666669,1.6666666666666667,2
380025,"24800 SE STARK STREET, GRESHAM, OR 97030",LEGACY MOUNT HOOD MEDICAL CENTER,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0.024,2.351,0.477,2.0,0.409,3.107,1.288,2.0,0.504,3.051,1.377,2.0,,,,,0.036,3.582,0.726,2.0,0.504,1.510,0.906,2.0,0.9548,2.0,3
380027,"2700 NW STEWART PARKWAY, ROSEBURG, OR 97471",MERCY MEDICAL CENTER,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.158,3.107,0.940,2.0,0.059,1.169,0.354,2.0,--,1.786,0.000,2.0,,,,,0.025,2.473,0.502,2.0,0.042,0.454,0.167,3.0,0.3926,2.2,3
380029,"342 FAIRVIEW STREET, SILVERTON, OR 97381",LEGACY SILVERTON MEDICAL CENTER,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.026,2.528,0.513,2.0,0.513,2.0,3
380037,"1001 PROVIDENCE DRIVE, NEWBERG, OR 97132",PROVIDENCE NEWBERG MEDICAL CENTER,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.021,2.041,0.414,2.0,0.414,2.0,3
380038,"1500 DIVISION STREET, OREGON CITY, OR 97045",PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,--,2.837,0.000,2.0,0.142,2.798,0.847,2.0,0.199,3.926,1.188,2.0,,,,,,,,,0.297,1.795,0.810,2.0,0.71125,2.0,3
38003F,"3710 SW US VETERANS HOSPITAL, PORTLAND, OR 97239",PORTLAND VA MEDICAL CENTER,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,0.121,1.289,0.474,2.0,0.046,0.901,0.273,3.0,,,,,,,,,,,,,,,,,0.3735,2.5,4
380047,"2500 NE NEFF ROAD, BEND, OR 97701",ST CHARLES MEDICAL CENTER - BEND,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,0.610,2.294,1.250,2.0,0.852,2.990,1.677,2.0,0.126,1.345,0.494,2.0,0.035,3.451,0.700,2.0,0.222,1.684,0.698,2.0,0.332,0.756,0.512,3.0,0.8885000000000002,2.1666666666666665,3
380050,"2865 DAGGETT AVENUE, KLAMATH FALLS, OR 97601",SKY LAKES MEDICAL CENTER,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,--,1.754,0.000,2.0,--,1.122,0.000,2.0,--,2.628,0.000,2.0,,,,,--,2.328,0.000,2.0,0.178,0.916,0.440,3.0,0.088,2.2,3
380051,"890 OAK STREET, SE, SALEM, OR 97301",SALEM HOSPITAL,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,0.185,1.119,0.505,2.0,0.792,2.064,1.316,2.0,0.423,1.913,0.967,2.0,,,,,0.656,2.059,1.211,2.0,0.404,0.786,0.572,3.0,0.9142000000000001,2.2,3
380052,"351 SW 9TH STREET, ONTARIO, OR 97914","SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.141,2.782,0.842,2.0,0.842,2.0,3
380056,"1401 N 10TH AVENUE, STAYTON, OR 97383",SANTIAM HOSPITAL,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.241,4.740,1.435,2.0,1.435,2.0,3
380060,"10123 SE MARKET STREET, PORTLAND, OR 97216",ADVENTIST HEALTH PORTLAND,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,0.019,1.869,0.379,2.0,0.547,3.310,1.493,2.0,0.224,4.408,1.334,2.0,,,,,0.205,4.039,1.222,2.0,0.181,0.819,0.414,3.0,0.9684000000000001,2.2,3
380061,"4805 NE GLISAN STREET, PORTLAND, OR 97213",PROVIDENCE PORTLAND MEDICAL CENTER,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,0.151,0.776,0.373,3.0,0.592,1.857,1.092,2.0,0.005,0.510,0.103,3.0,--,1.807,0.000,2.0,0.194,1.175,0.530,2.0,0.219,0.518,0.345,3.0,0.4071666666666666,2.5,4
380071,"2700 SE STRATUS AVE., MCMINNVILLE, OR 97128",WILLAMETTE VALLEY MEDICAL CENTER,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,0.278,2.109,0.874,2.0,0.874,2.0,3
380075,"1111 CRATER LAKE AVENUE, MEDFORD, OR 97504",PROVIDENCE MEDFORD MEDICAL CENTER,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,0.201,3.959,1.198,2.0,--,1.265,0.000,2.0,--,1.423,0.000,2.0,,,,,--,2.511,0.000,2.0,0.220,1.131,0.544,2.0,0.3484,2.0,3
380082,"10150 SE 32ND AVENUE, MILWAUKIE, OR 97222",PROVIDENCE MILWAUKIE HOSPITAL,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,,,,,0.044,4.357,0.883,2.0,,,,,,,,,,,,,0.161,1.725,0.634,2.0,0.7585,2.0,3
380089,"19300 SW 65TH AVENUE, TUALATIN, OR 97062",LEGACY MERIDIAN PARK MEDICAL CENTER,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,0.124,2.447,0.741,2.0,0.016,1.602,0.325,2.0,0.130,2.561,0.775,2.0,,,,,0.237,4.673,1.414,2.0,0.375,1.079,0.659,2.0,0.7827999999999999,2.0,3
380090,"1775 THOMPSON ROAD, COOS BAY, OR 97420",BAY AREA HOSPITAL,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,--,0.983,0.000,3.0,0.103,2.033,0.615,2.0,--,1.594,0.000,2.0,,,,,,,,,0.336,1.375,0.724,2.0,0.33475,2.25,4
380091,"10180 SE SUNNYSIDE ROAD, CLACKAMAS, OR 97015",KAISER SUNNYSIDE MEDICAL CENTER,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,0.111,1.183,0.435,2.0,0.346,1.567,0.792,2.0,0.147,1.570,0.577,2.0,,,,,0.210,1.598,0.662,2.0,0.397,0.795,0.570,3.0,0.6072,2.2,3
380102,"3333 RIVERBEND DRIVE, SPRINGFIELD, OR 97477",SACRED HEART MEDICAL CENTER - RIVERBEND,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,0.295,1.334,0.674,2.0,0.027,0.535,0.162,3.0,0.835,2.241,1.410,2.0,0.020,1.937,0.393,2.0,0.056,1.106,0.335,2.0,0.265,0.656,0.428,3.0,0.5670000000000001,2.3333333333333335,4
380103,"2875 NW STUCKI AVE, HILLSBORO, OR 97124",KAISER FOUNDATION HOSPITAL - WESTSIDE,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,0.033,3.223,0.654,2.0,0.021,2.070,0.420,2.0,--,0.703,0.000,3.0,,,,,0.049,4.816,0.977,2.0,0.613,2.026,1.166,2.0,0.6434,2.2,3
381302,"3043 NE 28TH STREET, LINCOLN CITY, OR 97367",SAMARITAN NORTH LINCOLN HOSPITAL,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.746,7.981,2.933,2.0,2.933,2.0,3
381303,"725 S WAHANNA ROAD, SEASIDE, OR 97138",PROVIDENCE SEASIDE HOSPITAL,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,1.674,0.000,2.0,0.0,2.0,3
381314,"930 SW ABBEY STREET, NEWPORT, OR 97365",SAMARITAN PACIFIC COMMUNITY HOSPITAL,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,0.272,5.355,1.621,2.0,,,,,,,,,,,,,0.352,3.771,1.386,2.0,1.5034999999999998,2.0,3
381315,"3325 POCAHONTAS ROAD, BAKER CITY, OR 97814",ST. ALPHONSUS MEDICAL CENTER - BAKER CITY,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
381316,"400 9TH STREET, FLORENCE, OR 97439",PEACE HARBOR MEDICAL CENTER,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.038,3.745,0.759,2.0,0.759,2.0,3
381317,"1000 THIRD STREET, TILLAMOOK, OR 97141",ADVENTIST HEALTH TILLAMOOK,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
381318,"810 12TH STREET, HOOD RIVER, OR 97031",PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,--,1.912,0.000,2.0,0.0,2.0,3
381319,"2801 ST ANTHONY WAY, PENDLETON, OR 97801",ST ANTHONY HOSPITAL,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,,--,1.200,0.000,2.0,,,,,,,,,,,,,--,1.787,0.000,2.0,0.0,2.0,3
381320,"2111 EXCHANGE STREET, ASTORIA, OR 97103",COLUMBIA MEMORIAL HOSPITAL,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
381321,"900 SUNSET DRIVE, LA GRANDE, OR 97850",GRANDE RONDE HOSPITAL,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,0.213,4.201,1.271,2.0,,,,,,,,,,,,,0.028,2.775,0.563,2.0,0.9169999999999999,2.0,3
381323,"525 N SANTIAM HIGHWAY, LEBANON, OR 97355",SAMARITAN LEBANON COMMUNITY HOSPITAL,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,--,2.639,0.000,2.0,,,,,,,,,,,,,0.687,3.525,1.695,2.0,0.8475,2.0,3
381325,"610 NW 11TH STREET, HERMISTON, OR 97838",GOOD SHEPHERD MEDICAL CENTER,5.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.153,3.019,0.914,2.0,0.914,2.0,3
390001,"1822 MULBERRY STREET, SCRANTON, PA 18510",GEISINGER-COMMUNITY MEDICAL CENTER,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.482,2.474,1.189,2.0,0.095,1.013,0.372,2.0,0.222,1.684,0.698,2.0,,,,,0.695,3.145,1.590,2.0,0.367,0.835,0.565,3.0,0.8827999999999999,2.2,3
390002,"1500 FIFTH AVENUE, MC KEESPORT, PA 15132",UPMC MCKEESPORT HOSPITAL,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0.291,3.112,1.143,2.0,0.020,1.970,0.399,2.0,,,,,,,,,0.033,3.295,0.668,2.0,0.861,2.313,1.455,2.0,0.91625,2.0,3
390003,"549 EAST FAIR STREET, BLOOMSBURG, PA 17815",GEISINGER-BLOOMSBURG HOSPITAL,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.131,2.590,0.784,2.0,0.784,2.0,3
390004,"503 NORTH 21ST STREET, CAMP HILL, PA 17011",PENN STATE HEALTH HOLY SPIRIT MEDICAL CENTER,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.538,2.434,1.230,2.0,0.039,0.770,0.233,3.0,,,,,,,,,0.490,3.721,1.543,2.0,0.148,0.557,0.303,3.0,0.82725,2.5,4
390006,"100 NORTH ACADEMY AVENUE, DANVILLE, PA 17822",GEISINGER MEDICAL CENTER,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,0.764,1.588,1.120,2.0,0.431,0.998,0.670,3.0,1.036,2.503,1.650,1.0,,,,,0.207,0.848,0.447,3.0,0.598,0.931,0.751,3.0,0.9276,2.4,4
390009,"232 WEST 25TH STREET, ERIE, PA 16544",SAINT VINCENT HOSPITAL,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,0.087,0.928,0.341,3.0,0.357,1.345,0.733,2.0,0.735,3.007,1.584,2.0,0.530,5.674,2.085,2.0,0.259,1.963,0.814,2.0,0.814,1.412,1.082,2.0,1.1065,2.1666666666666665,3
390012,"100 MEDICAL CAMPUS DRIVE, LANSDALE, PA 19446",LANSDALE HOSPITAL,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,--,1.412,0.000,2.0,0.135,2.662,0.806,2.0,0.602,6.439,2.366,2.0,,,,,0.047,4.675,0.948,2.0,0.265,1.199,0.606,2.0,0.9452,2.0,3
390013,"ONE HOSPITAL DRIVE, LEWISBURG, PA 17837",EVANGELICAL COMMUNITY HOSPITAL,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,,,,,0.259,5.099,1.543,2.0,1.271,9.649,4.000,1.0,,,,,,,,,0.239,1.083,0.547,2.0,2.03,1.6666666666666667,2
390016,"1211 WILMINGTON AVENUE, NEW CASTLE, PA 16105",UPMC JAMESON,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,0.016,1.594,0.323,2.0,0.398,1.799,0.910,2.0,0.455,4.872,1.790,2.0,,,,,--,1.826,0.000,2.0,0.280,1.146,0.604,2.0,0.7254,2.0,3
39001F,"2907 PLEASANT VALLEY BOULEVARD, ALTOONA, PA 16602",JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
390026,"8835 GERMANTOWN AVE, PHILADELPHIA, PA 19118",CHESTNUT HILL HOSPITAL,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.339,3.622,1.331,2.0,0.107,2.100,0.636,2.0,,,,,,,,,0.224,4.417,1.337,2.0,0.141,0.722,0.347,3.0,0.9127500000000001,2.25,4
390027,"3401 NORTH BROAD STREET, PHILADELPHIA, PA 19140",TEMPLE UNIVERSITY HOSPITAL,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.646,1.234,0.905,2.0,0.318,0.768,0.506,3.0,0.186,1.415,0.586,2.0,--,1.885,0.000,2.0,0.579,1.508,0.961,2.0,0.400,0.705,0.536,3.0,0.5823333333333333,2.3333333333333335,4
390028,"1400 LOCUST STREET, PITTSBURGH, PA 15219",UPMC MERCY,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,0.090,0.686,0.284,3.0,0.544,1.461,0.919,2.0,0.218,2.329,0.856,2.0,,,,,1.304,3.501,2.203,1.0,0.660,1.179,0.891,2.0,1.0306000000000002,2.0,3
390030,"420 SOUTH JACKSON STREET, POTTSVILLE, PA 17901",SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,--,1.613,0.000,2.0,0.027,2.654,0.538,2.0,,,,,,,,,0.275,5.416,1.639,2.0,0.007,0.656,0.133,3.0,0.5775,2.25,4
390032,"1301 CARLISLE ST, NATRONA, PA 15065",ALLEGHENY VALLEY HOSPITAL,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,--,2.594,0.000,2.0,0.484,5.177,1.902,2.0,,,,,,,,,,,,,0.245,1.481,0.668,2.0,0.8566666666666666,2.0,3
390035,"3000 ST. LUKE'S DRIVE, QUAKERTOWN, PA 18951",ST LUKES QUAKERTOWN HOSPITAL,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,0.049,4.807,0.975,2.0,--,2.853,0.000,2.0,,,,,,,,,--,2.987,0.000,2.0,0.006,0.588,0.119,3.0,0.27349999999999997,2.25,4
390036,"1000 DUTCH RIDGE ROAD, BEAVER, PA 15009",HERITAGE VALLEY BEAVER,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,0.533,4.044,1.676,2.0,0.232,1.763,0.731,2.0,0.130,2.563,0.776,2.0,,,,,--,1.466,0.000,2.0,0.399,0.987,0.644,3.0,0.7654,2.2,3
390037,"720 BLACKBURN ROAD, SEWICKLEY, PA 15143",HERITAGE VALLEY SEWICKLEY,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,,,,,0.018,1.794,0.364,2.0,0.044,4.330,0.878,2.0,,,,,,,,,0.350,1.316,0.717,2.0,0.653,2.0,3
390039,"225 SOUTH CENTER AVENUE, SOMERSET, PA 15501",UPMC SOMERSET,4.0,3.0,4.0,3.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,,,,,--,1.641,0.000,2.0,0.024,2.412,0.489,2.0,,,,,,,,,0.162,1.733,0.637,2.0,0.3753333333333333,2.0,3
390041,"500 WEST BERKELEY STREET, UNIONTOWN, PA 15401",UNIONTOWN HOSPITAL,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.477,7.424,4.454,1.0,0.251,1.907,0.791,2.0,0.022,2.174,0.441,2.0,,,,,0.375,4.014,1.475,2.0,0.004,0.356,0.072,3.0,1.4465999999999999,2.0,3
390042,"155 WILSON AVENUE, WASHINGTON, PA 15301","WASHINGTON HOSPITAL, THE",4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,0.015,1.435,0.291,2.0,0.175,1.329,0.551,2.0,--,1.245,0.000,2.0,,,,,0.323,3.451,1.268,2.0,0.292,0.874,0.524,3.0,0.5268,2.2,3
390044,"420 S 5TH AVENUE, WEST READING, PA 19611",READING HOSPITAL,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,0.134,0.689,0.331,3.0,0.489,1.313,0.826,2.0,0.957,2.655,1.647,2.0,0.162,3.200,0.969,2.0,0.409,1.436,0.806,2.0,0.509,0.796,0.640,3.0,0.8698333333333333,2.3333333333333335,4
